reports.top_referred_topics.title,トップ被参照トピック
reports.top_referred_topics.xaxis,トピック
reports.top_referrers.num_clicks,クリック
reports.top_referrers.num_topics,トピック
reports.top_referrers.title,トップリファラ
reports.top_referrers.xaxis,ユーザ
reports.top_traffic_sources.num_clicks,クリック
reports.top_traffic_sources.num_topics,トピック
reports.top_traffic_sources.num_users,ユーザ
reports.top_traffic_sources.title,トップトラフィックソース
reports.top_traffic_sources.xaxis,ドメイン
reports.topics.title,トピック
reports.topics.xaxis,日
reports.topics.yaxis,新規トピック数
reports.user_to_user_private_messages.title,ユーザ to ユーザ
reports.user_to_user_private_messages.xaxis,日
reports.user_to_user_private_messages.yaxis,プライベートメッセージの数
reports.users_by_trust_level.title,トラストレベル毎のユーザ
reports.users_by_trust_level.xaxis,トラストレベル
reports.users_by_trust_level.yaxis,ユーザ数
reports.visits.title,訪問ユーザ
reports.visits.xaxis,日
reports.visits.yaxis,訪問者数
resubscribe.action,再購読
resubscribe.description,再購読が完了しました。
resubscribe.title,再購読!
rss_description.hot,ホットトピック
rss_description.latest,最新トピック
rss_posts_in_topic,'%{topic}' の RSS フィード
rss_topics_in_category,'%{category}' カテゴリ内のトピックの RSS フィード
search.types.category,カテゴリ
search.types.topic,トピック
search.types.user,ユーザ
search.within_post,***TO BE TRANSLATED***#%{post_number} by %{username}: %{excerpt}
site_settings.active_user_rate_limit_secs,'last_seen_at' フィールドを更新する頻度 (秒)
site_settings.add_rel_nofollow_to_user_content,"(親ドメインを含む) 内部リンクを除き、投稿されたすべてのユーザコンテンツに rel nofollow を追加する。この設定変更を反映するには ""rake posts:rebake"" を実行して baked markdown をすべて更新する必要があります"
site_settings.allow_animated_avatars,ユーザがアニメ gif をアバターとしてアップロードするのを許可する。注意: この設定を変更した場合 avatars:regenerate rake タスクを走らせることを強く推奨します。
site_settings.allow_duplicate_topic_titles,トピックタイトルの重複を許可するか
site_settings.allow_index_in_robots_txt,サーチエンジンによるサイトのインデックス構築を許可する (robots.txt を更新)
site_settings.allow_moderators_to_create_categories,***TO BE TRANSLATED***Allow moderators to create new categories
site_settings.allow_profile_backgrounds,***TO BE TRANSLATED***Allows users to upload profile backgrounds
site_settings.allow_restore,"***TO BE TRANSLATED***Allow restore, which can replace ALL site data! Leave false unless you plan to do restore a backup"
site_settings.allow_uncategorized_topics,カテゴリなしのトピック作成を許可するか。
site_settings.allow_uploaded_avatars,ユーザがカスタムアバターをアップロードするのを許可する
site_settings.allow_user_locale,***TO BE TRANSLATED***Allow users to choose their own language interface preference
site_settings.anon_polling_interval,匿名ユーザのクライアントのポーリング間隔 (ミリ秒)
site_settings.apple_touch_icon_url,Apple のタッチデバイス用のアイコン。推奨サイズは 144px x 144px
site_settings.authorized_extensions,アップロード可能なファイルの拡張子のリスト。パイプ (|) 区切りで指定
site_settings.auto_track_topics_after,トピックが自動的にトラックされるまでのデフォルト時間 (ミリ秒)。なお、ユーザはこの設定をカスタマイズできます。(0で常にトラック、-1で常にトラックしない)
site_settings.autohighlight_all_code,***TO BE TRANSLATED***Apply code highlighting to all preformatted code blocks even when they didn't specify the language
site_settings.backup_daily,***TO BE TRANSLATED***Automatically create a site backup once a day
site_settings.basic_requires_read_posts,新規ユーザがベーシック (1) トラストレベルに昇格するために投稿しなければならないポストの数
site_settings.basic_requires_time_spent_mins,新規ユーザがベーシック (1) トラストレベルに昇格するためにポストを読まなければならない時間 (分)
site_settings.basic_requires_topics_entered,新規ユーザがベーシック (1) トラストレベルに昇格するために作成しなければならないトピックの数
site_settings.block_common_passwords,***TO BE TRANSLATED***Don't allow passwords that are in the 10000 most common passwords.
site_settings.body_min_entropy,ポスト本文の最小許容エントロピー (ユニークキャラクターや英語以外の単語を含むとより大きな値になります)
site_settings.category_colors,カテゴリに利用可能な色 (16進数指定) のリスト。パイプ (|) 区切りで指定
site_settings.category_featured_topics,/categories ページに表示されるカテゴリ毎のトピック数
site_settings.category_post_template,新規カテゴリ作成時におけるカテゴリ定義ポストのテンプレート
site_settings.clean_orphan_uploads_grace_period_hours,どこからもリンクされていないアップロードファイルを削除するまでの猶予期間 (単位：時間)。
site_settings.clean_up_uploads,不正アップロードを防ぐためにどこからもリンクされていないアップロードファイルを削除する。警告: この設定を有効にする前に /uploads ディレクトリのバックアップを取ることをおすすめします。
site_settings.company_domain,このサイトを運営する会社が保持するドメイン名。/tos などの法的ドキュメントに利用されます
site_settings.company_full_name,このサイトを運営する会社の名前。/tos などの法的ドキュメントに利用されます
site_settings.company_short_name,このサイトを運営する会社の略称。/tos などの法的ドキュメントに利用されます
site_settings.contact_email,サイトの連絡先メールアドレス。重要なアップデートのお知らせ等、Discourse.org からの連絡がこちらのアドレスに送信されます。
site_settings.cooldown_minutes_after_hiding_posts,フラグにより非表示状態になったポストをユーザが編集可能になるまでの時間 (分)
site_settings.crawl_images,第三者ソースからの画像読み込み (width および height 読み込み）を有効にする
site_settings.create_thumbnails,ライトボックスのイメージ用サムネイルを作成する
site_settings.default_code_lang,"Github コードブロックにデフォルトで適用されるプログラム言語シンタックスハイライト (lang-auto, ruby, python 等)"
site_settings.default_digest_email_frequency,ユーザがダイジェストメールを受け取る頻度のデフォルト値。ユーザは設定画面でこの値をカスタマイズできます。
site_settings.default_external_links_in_new_tab,***TO BE TRANSLATED***Open external links in a new tab. Users can change this in their preferences.
site_settings.default_invitee_trust_level,招待ユーザのデフォルトトラストレベル (0-4)
site_settings.default_locale,この Discourse インスタンスのデフォルト言語 (ISO 639-1 Code)
site_settings.default_trust_level,ユーザのデフォルトトラストレベル (0-4)
site_settings.delete_all_posts_max,すべてのポストを削除ボタンで一度に削除可能な最大ポスト数。ユーザがここで指定した以上のポストを投稿していた場合は、一度に全ポストを削除することができません。またユーザも削除されません。
site_settings.delete_removed_posts_after,執筆者により削除されたポストを実際に削除するまでの時間。
site_settings.delete_user_max_post_age,"***TO BE TRANSLATED***The maximum age of a user's first post, in days, which allows a user to be deleted."
site_settings.detect_custom_avatars,ユーザがカスタムアバターをアップロードしたか確認する
site_settings.digest_logo_url,***TO BE TRANSLATED***The logo used in your site's email digest. If left blank `logo_url` will be used. eg: http://example.com/logo.png
site_settings.digest_min_excerpt_length,***TO BE TRANSLATED***How many characters we're aiming for for each post in the email digest
site_settings.digest_topics,***TO BE TRANSLATED***The maximum amount of topics to display in an email digest
site_settings.disabled_image_download_domains,***TO BE TRANSLATED***A pipe-delimited list of domains from which linked images will never be downloaded.
site_settings.discourse_org_access_key,discourse.org の Discourse Hub ニックネームレジストリにアクセスするためのキー
site_settings.display_name_on_posts,ポストにおいてもユーザのフルネームを表示する
site_settings.dominating_topic_minimum_percent,ユーザがトピックを占拠していると判断するポスト投稿支配率 (パーセント)。
site_settings.download_remote_images_threshold,リモート画像をダウンロードするために必要なディスクスペースの最低残容量 (パーセント)
site_settings.download_remote_images_to_local,ポストにホットリンクされたリモート画像をダウンロードする
site_settings.edit_history_visible_to_public,すべてのユーザに対してポストの編集履歴を許可する。無効の場合はスタッフメンバーのみが編集履歴を確認できます。
site_settings.educate_until_posts,ポスト編集時におけるヒントパネルのポップアップを止めるまでのポスト投稿数
site_settings.email_custom_headers,カスタムメールヘッダのリスト (パイプ(バーティカルバー) 区切り)
site_settings.email_domains_blacklist,ユーザ登録を拒否するメールドメインのリスト (パイプ区切りで指定)。例: mailinator.com|trashmail.net
site_settings.email_domains_whitelist,ユーザ登録を許可するメールドメインのリスト (パイプ区切りで指定)。注意: ここで指定したメールドメインからの登録が拒否されます。
site_settings.email_editable,登録後、ユーザによるメールアドレスの変更を許可する。
site_settings.email_in,***TO BE TRANSLATED***Allow users to post new topics via email
site_settings.email_in_address,***TO BE TRANSLATED***The email address the users can post new topics to. None means users can't post globally.
site_settings.email_in_category,***TO BE TRANSLATED***The category new emails are posted into
site_settings.email_in_min_trust,***TO BE TRANSLATED***The minimum trust level an users needs to have to be allowed to post new topics via email
site_settings.email_posts_context,通知メールのコンテンツに含める先行回答の数
site_settings.email_prefix,***TO BE TRANSLATED***The [label] used in the subject of emails. It will default to 'title' if not set
site_settings.email_time_window_mins,ユーザによるポストの最終編集チャンスを与えるために、回答通知メール送信までに待つ時間 (分)
site_settings.embed_blacklist_selector,***TO BE TRANSLATED***css selector for elements that are removed from embeds
site_settings.embed_by_username,***TO BE TRANSLATED***Discourse username of the user who creates the topics
site_settings.embed_category,***TO BE TRANSLATED***Category of created topics
site_settings.embed_post_limit,***TO BE TRANSLATED***Maximum number of posts to embed
site_settings.embed_truncate,***TO BE TRANSLATED***Truncate the imported posts
site_settings.embed_whitelist_selector,***TO BE TRANSLATED***css selector for elements that are allowed in embeds
site_settings.embeddable_host,***TO BE TRANSLATED***Host that can embed the comments from this Discourse forum
site_settings.enable_badges,***TO BE TRANSLATED***Enable the badge system (experimental)
site_settings.enable_escaped_fragments,古いサーチエンジンクローラがあなたのサイトのインデックスを構築するのをサポートするワークアラウンドを有効にする。注意: 必要な場合のみ有効にすることを推奨。
site_settings.enable_facebook_logins,Facebook 認証を有効にする (facebook_app_id と facebook_app_secret の設定が必要)
site_settings.enable_flash_video_onebox,onebox において swf のエンベッドや flv リンクを許可する。注意: セキュリティリスクになる可能性があります
site_settings.enable_github_logins,Github 認証を有効にする (github_client_id と github_client_secret の設定が必要)
site_settings.enable_google_logins,Google 認証を有効にする
site_settings.enable_local_logins,従来型のローカルユーザ名とパスワードによる認証を有効にする
site_settings.enable_long_polling,通知用のメッセージバスによるロングポーリングの利用を許可する
site_settings.enable_mobile_theme,モバイル端末にモバイル向けテーマ (通常サイト用テーマにスイッチ可能) を利用する。レスポンシブなスタイルシートを使用する場合はこの設定を無効にしてください。
site_settings.enable_names,ユーザのフルネームを表示する
site_settings.enable_noscript_support,noscript タグ経由でアクセスしてきた標準サーチエンジンクローラのサポートを有効にする
site_settings.enable_private_messages,トラストレベルがベーシック (1) なユーザにプライベートメッセージの作成およびプライベートメッセージへの返信を許可
site_settings.enable_s3_backups,***TO BE TRANSLATED***Upload backups to S3 when complete. Make sure you have filled in your s3 credentials.
site_settings.enable_s3_uploads,Amazon S3 にファイルをアップロードする
site_settings.enable_sso,***TO BE TRANSLATED***Enable single sign on via an external site
site_settings.enable_twitter_logins,Twitter 認証を有効にする (twitter_consumer_key と twitter_consumer_secret の設定が必要)
site_settings.enable_yahoo_logins,Yahoo 認証を有効にする
site_settings.enforce_global_nicknames,ニックネームのグローバルユニーク性を強制する (警告: この設定は初回セットアップ時にのみ変更してください)
site_settings.exclude_rel_nofollow_domains,nofollow を設定しないドメイン一覧 (カンマ区切り) (tld.com を設定すると、自動的に sub.tld.com も対象になります)
site_settings.facebook_app_id,Facebook 認証用の app id。https://developers.facebook.com/apps で入手可能
site_settings.facebook_app_secret,Facebook 認証用の app secret。https://developers.facebook.com/apps で入手可能
site_settings.faq_url,他サイトに FAQ をホストしている場合は、フル URL をここに指定。
site_settings.favicon_url,サイトの favicon。参照: http://en.wikipedia.org/wiki/Favicon
site_settings.feed_polling_enabled,***TO BE TRANSLATED***Whether to import a RSS/ATOM feed as posts
site_settings.feed_polling_url,***TO BE TRANSLATED***URL of RSS/ATOM feed to import
site_settings.flag_sockpuppets,"トピックを作成した新規ユーザ (i.e., 過去24時間以内に登録を行ったユーザ) と、このトピックに対して回答したユーザが同一 IPアドレスよりアクセスしている場合、自動的にこれらのポストにスパムフラグを立てる。"
site_settings.flags_required_to_hide_post,ポストが自動的に非表示状態になりユーザにプライベートメッセージが送信されるフラグ数 (0で無効)
site_settings.flush_timings_secs,サーバにタイミングデータを送信する頻度 (秒)
site_settings.force_hostname,開発者用! 警告! URL 内のホスト名を指定。空欄でデフォルト値を利用。
site_settings.ga_domain_name,Google analytics のドメイン名。例: mysite.com; 参考 http://google.com/analytics
site_settings.ga_tracking_code,Google analytics のトラッキングコード。例: UA-12345678-9; 参考 http://google.com/analytics
site_settings.ga_universal_domain_name,"***TO BE TRANSLATED***Google Universal Analytics (analytics.js) domain name, eg: mysite.com; see http://google.com/analytics"
site_settings.ga_universal_tracking_code,"***TO BE TRANSLATED***Google Universal Analytics (analytics.js) tracking code code, eg: UA-12345678-9; see http://google.com/analytics"
site_settings.github_client_id,Github 認証用の client id。https://github.com/settings/applications で入手可能
site_settings.github_client_secret,Github 認証用の client secret。https://github.com/settings/applications で入手可能
site_settings.global_notice,"***TO BE TRANSLATED***Display a global banner to all users of the site, change to blank to hide it (HTML is allowed)"
site_settings.invite_expiry_days,招待キーの有効期間 (日)
site_settings.invite_only,一般登録を無効化し、招待されたユーザのみ登録可能にする
site_settings.invites_shown,ユーザページに表示する招待履歴の最大数
site_settings.login_required,ポストを読むのにログインを必須にする
site_settings.logo_small_url,トピックスクロール時に表示するサイトの小さなロゴ。例: http://example.com/logo-small.png
site_settings.logo_url,サイトのロゴ。例: http://example.com/logo.png
site_settings.long_polling_interval,新たなロングポーリングを開始するまでの間隔 (ミリ秒)
site_settings.max_attachment_size_kb,アップロード可能な添付ファイルの最大サイズ (kB) - nginx 側での設定 (client_max_body_size) / apache または proxy における設定も同時に行ってください
site_settings.max_bookmarks_per_day,一日のうちにユーザがブックマークできる最大数
site_settings.max_daily_gravatar_crawls,一日に、Discourse がカスタムアバターの確認を gravatar に行う最大回数
site_settings.max_edits_per_day,一日のうちにユーザが編集できる最大数
site_settings.max_flags_per_day,一日のうちにユーザがフラグを立てられる最大数
site_settings.max_image_height,ポストに添付する画像の最大縦幅
site_settings.max_image_size_kb,アップロード可能な画像の最大サイズ (kB) - nginx 側での設定 (client_max_body_size) / apache または proxy における設定も同時に行ってください
site_settings.max_image_width,ポストに添付する画像の最大横幅
site_settings.max_likes_per_day,一日のうちにユーザが「いいね!」をつけられる最大数
site_settings.max_mentions_per_post,ポストに書くことができる @name 通知の最大値
site_settings.max_post_length,ポストの最大文字数
site_settings.max_private_messages_per_day,一日のうちにユーザが送信可能なプライベートメッセージの最大数
site_settings.max_replies_in_first_day,サイト利用日にユーザが作成することのできる回答の最大数
site_settings.max_similar_results,新規トピック編集中に類似トピックをいくつ表示するか
site_settings.max_stars_per_day,***TO BE TRANSLATED***Maximum number of topics that can be starred per user per day
site_settings.max_topic_title_length,トピックタイトルの最大文字数
site_settings.max_topics_in_first_day,サイト利用初日にユーザが作成することのできるトピックの最大数
site_settings.max_topics_per_day,一日のうちにユーザが作成できるトピックの最大数
site_settings.max_word_length,トピックタイトルにおける最大単語長 (文字数)
site_settings.maximum_backups,***TO BE TRANSLATED***The maximum amount of backups to keep on disk. Older backups are automatically deleted
site_settings.min_body_similar_length,類似トピックのチェックに必要なポスト本文の最小長
site_settings.min_password_length,***TO BE TRANSLATED***Minimum password length.
site_settings.min_post_length,ポストの最小文字数
site_settings.min_posts_for_search_in_topic,***TO BE TRANSLATED***Disable search within topic if topics have less than minimum number posts
site_settings.min_private_message_post_length,プライベートメッセージ本文の最小文字数
site_settings.min_private_message_title_length,プライベートメッセージタイトルの最小文字数
site_settings.min_search_term_length,検索語の最小文字数
site_settings.min_title_similar_length,類似トピックのチェックに必要な最小タイトル長
site_settings.min_topic_title_length,トピックタイトルの最小文字数
site_settings.min_trust_to_create_topic,新規にトピックを作成するために必要な最低トラストレベル。
site_settings.min_username_length,***TO BE TRANSLATED***Minimum username length. (Does not apply if global nickname uniqueness is forced)
site_settings.minimum_topics_similar,類似トピック表示のためにデータベースに存在しなければならないトピック数。
site_settings.must_approve_users,管理者が全てのユーザの承認を行う
site_settings.new_topic_duration_minutes,トピックが新規と見なされるデフォルト時間 (分)。なお、ユーザはこの設定をカスタマイズできます。(-1で常に新規とみなす、-2で最終訪問したものを新規とみなす)
site_settings.new_version_emails,新しいバージョンが利用可能になった際に contact_email アドレスにメールで通知する。
site_settings.newuser_max_attachments,新規ユーザがポストに追加可能な添付ファイルの最大数
site_settings.newuser_max_images,新規ユーザがポストに追加可能な画像の最大数
site_settings.newuser_max_links,新規ユーザがポストに貼ることができるリンクの最大数
site_settings.newuser_max_mentions_per_post,新規ユーザがポストに書くことができる @name 通知の最大数
site_settings.newuser_max_replies_per_topic,***TO BE TRANSLATED***Maximum number of replies a new user can make in a single topic until someone replies to them
site_settings.newuser_spam_host_threshold,新規ユーザが、スパム認定されることなく `newuser_spam_host_posts` ポスト内にに同一ホストへのリンクを貼ることができる数。
site_settings.ninja_edit_window,ポスト投稿後、実際に新しいバージョンが作られるまでの秒数 (ninja-edit)
site_settings.notification_email,パスワードリセットや新規アカウント作成等をユーザに通知するシステムメールを送信するメールアドレス
site_settings.notify_about_flags_after,"***TO BE TRANSLATED***If there are flags that haven't been handled after this many hours, send an email to the contact_email. Set to 0 to disable."
site_settings.notify_mods_when_user_blocked,ユーザが自動的にブロックされた際に、すべてのモデレータにメッセージを送信する。
site_settings.num_flags_to_block_new_user,新規ユーザのポストに対して、(n) 人ののユーザによりここで指定した数のスパムフラグが立てられたら、全てのポストを非表示状態にした上でこのユーザからのポストを拒否する。0 でこの機能を無効化。
site_settings.num_users_to_block_new_user,新規ユーザのポストに対して、ここで指定した数のユーザより (x) 個のスパムフラグが立てられたら、全てのポストを非表示状態にした上でこのユーザからのポストを拒否する。0 でこの機能を無効化。
site_settings.onebox_domains_whitelist,***TO BE TRANSLATED***A list of domains to whitelist for oneboxing. (Example: eviltrout.com)
site_settings.polling_interval,ログイン済ユーザのクライアントのポーリング間隔 (ミリ秒)
site_settings.pop3s_polling_enabled,メール回答取得のために POP3S をポーリングする
site_settings.pop3s_polling_host,POP3S でメール取得のポーリングを行うホスト
site_settings.pop3s_polling_password,POP3S でメール取得のポーリングを行うためのパスワード
site_settings.pop3s_polling_port,POP3S アカウントのポーリングを行うポート番号
site_settings.pop3s_polling_username,POP3S でメール取得のポーリングを行うためのユーザ名
site_settings.port,開発者用! 警告! デフォルトの80番ポートではなく、ここで指定した HTTP ポートを利用する。空欄でデフォルトの80番ポートを利用。
site_settings.post_edit_time_limit,***TO BE TRANSLATED***Amount of time in minutes in which posts can be edited and deleted by the author. Set to 0 to allow editing and deleting posts at any time.
site_settings.post_excerpt_maxlength,ポスト引用の最大文字数
site_settings.post_menu,ポストメニューに表示する項目を指定。例 like|edit|flag|delete|share|bookmark|reply
site_settings.post_onebox_maxlength,oneboxed Discourse ポストの最大長
site_settings.post_undo_action_window_mins,ポストに対するアクション (「いいね!」、フラグ等) 取り消しを許可する時間 (秒)
site_settings.posts_per_page,トピックページに表示されるポスト数のデフォルト (さらにポストを読み込んだ際にもこの数を適用)
site_settings.previous_visit_timeout_hours,'previous' visit とみなす時間 (時間)
site_settings.privacy_policy_url,他サイトにプライバシーポリシーをホストしている場合は、フル URL を個々に指定。
site_settings.purge_deleted_uploads_grace_period_days,削除されたアップロードファイルが完全削除されるまでの猶予期間 (単位：日)。
site_settings.queue_jobs,開発者ONLY! 警告! デフォルトでキューは sidekiq により処理されます。これを無効にするとサイトが動作不能になります。
site_settings.rate_limit_create_post,ポスト投稿後、次のポストを投稿するまでにユーザが待たなければならない時間 (秒)
site_settings.rate_limit_create_topic,トピック作成後、次のトピックを作成するまでにユーザが待たなければならない時間 (秒)
site_settings.redirect_new_users_to_top_page_duration,***TO BE TRANSLATED***Number of days during which new users are automatically redirect to the top page
site_settings.redirect_users_to_top_page,***TO BE TRANSLATED***Automatically redirect new & long-time-no-see users to top page
site_settings.regular_requires_days_visited,ベーシックユーザがレギュラー (2) トラストレベルに昇格するためにサイトを訪問しなければならない日数
site_settings.regular_requires_likes_given,ベーシックユーザがレギュラー (2) トラストレベルに昇格するためにしなければならない「いいね!」の数
site_settings.regular_requires_likes_received,ベーシックユーザがレギュラー (2) トラストレベルに昇格するために貰わなければならない「いいね!」の数
site_settings.regular_requires_read_posts,ベーシックユーザがレギュラー (2) トラストレベルに昇格するために投稿しなければならないポストの数
site_settings.regular_requires_time_spent_mins,ベーシックユーザがレギュラー (2) トラストレベルに昇格するためにポストを読まなければならない時間 (分)
site_settings.regular_requires_topic_reply_count,ベーシックユーザがレギュラー (2) トラストレベルに昇格するために回答しなければならないトピックの数
site_settings.regular_requires_topics_entered,ベーシックユーザがレギュラー (2) トラストレベルに昇格するために作成しなければならないトピックの数
site_settings.relative_date_duration,ポスト投稿後、ポスト日が相対的表記 (例: 7d) から絶対的表記 (例: Feb 20) に変わるまでの時間 (日)
site_settings.reply_by_email_address,メールアドレスによる回答のテンプレート。例: %{reply_key}@reply.myforum.com
site_settings.reply_by_email_enabled,めーるによるトピックへの回答を有効にする
site_settings.s3_access_key_id,画像をアップロードする Amazon S3 の access key id
site_settings.s3_backup_bucket,***TO BE TRANSLATED***The remote bucket to hold backups. WARNING: Make sure it is a private bucket.
site_settings.s3_region,画像をアップロードする Amazon S3 のリージョン名
site_settings.s3_secret_access_key,画像をアップロードする Amazon S3 の secret access key
site_settings.s3_upload_bucket,ファイルをアップロードする Amazon S3 のバケツ名。注意: 小文字指定のみ (cf. http://docs.aws.amazon.com/AmazonS3/latest/dev/BucketRestrictions.html)
site_settings.send_welcome_message,ユーザに「ようこそ」プライベートメッセージを送信するか?
site_settings.sequential_replies_threshold,ユーザに警告通知を行う、連続ポスト投稿のしきい値
site_settings.share_links,シェアダイアログに表示する項目を指定。例 twitter|facebook|google+|email
site_settings.short_progress_text_threshold,プログレスバーが現在のポスト番号のみを表示するようになるポスト数のしきい値。プログレスバーの幅を変更した際には、この値を変更することをおすすめします。
site_settings.site_contact_username,フォーラムより自動送信したプライベートメッセージ作成者のユーザ名
site_settings.site_description,このフォーラムの説明 (1行)。meta タグの description に利用されます。
site_settings.sso_overrides_email,***TO BE TRANSLATED***Overrides local email with external site email from SSO payload (WARNING: discrepancies can occur due to normalization of local emails)
site_settings.sso_overrides_name,***TO BE TRANSLATED***Overrides local name with external site name from SSO payload (WARNING: discrepancies can occur due to normalization of local names)
site_settings.sso_overrides_username,***TO BE TRANSLATED***Overrides local username with external site username from SSO payload (WARNING: discrepancies can occur due to differences in username length/requirements)
site_settings.sso_secret,"***TO BE TRANSLATED***Secret string used to encrypt/decrypt SSO information, be sure it is 10 chars or longer"
site_settings.sso_url,***TO BE TRANSLATED***URL of single sign on endpoint
site_settings.staff_like_weight,スタッフにより「いいね!」された場合、より高めの評価をする。
site_settings.suggested_topics,トピック下部に表示されるおすすめトピックの数
site_settings.summary_likes_required,トピックの 'サマリー' モードが有効になるために必要な最小「いいね!」数
site_settings.summary_percent_filter,ユーザがサマリーをクリックした際に表示するトップ何パーセントのポストを表示するか
site_settings.summary_posts_required,トピックの 'サマリー' モードが有効になるために必要な最小ポスト数
site_settings.summary_score_threshold,'サマリー' にポストが含まれるために必要な最低スコア
site_settings.suppress_reply_directly_above,すぐ上に1つしか回答がない場合、ポスト内の in-reply-to を表示しない
site_settings.suppress_reply_directly_below,すぐ下に1つしか回答がない場合、ポスト内の回答数を表示しない
site_settings.suppress_uncategorized_badge,***TO BE TRANSLATED***Don't show the badge for uncategorized topics in topic lists
site_settings.title,サイトのタイトル。タイトルタグを含め、様々な場所で利用されます
site_settings.title_fancy_entities,トピックタイトルの一般的な ASCII 文字をファンシーな HTML エンティティに変換する; SmartyPants http://daringfireball.net/projects/smartypants/
site_settings.title_min_entropy,トピックタイトルの最小許容エントロピー (ユニークキャラクターや英語以外の単語を含むとより大きな値になります)
site_settings.title_prettify,よくあるタイトルのミススペルや文法エラー (例: 最初の文字が小文字、文の最後で ! や ? や . などが重複) を防止する
site_settings.title_sanitize,***TO BE TRANSLATED***Remove html tags from the title
site_settings.top_menu,ホームページナビゲーションに表示する項目を指定。例 latest|hot|read|favorited|unread|new|posted|categories
site_settings.topic_views_heat_high,トピックのヒートレベルを高に設定する閲覧数。
site_settings.topic_views_heat_low,トピックのヒートレベルを低に設定する閲覧数。
site_settings.topic_views_heat_medium,トピックのヒートレベルを中に設定する閲覧数。
site_settings.topics_per_page,トピックリストページに表示されるトピック数のデフォルト
site_settings.topics_per_period_in_top_page,***TO BE TRANSLATED***How many topics loaded on the top topics page
site_settings.topics_per_period_in_top_summary,***TO BE TRANSLATED***How many topics loaded on the top topics summary
site_settings.tos_accept_required,"***TO BE TRANSLATED***If enabled, users will need to check a box on the signup form to confirm that they accept the terms of service. Edit 'Signup Form: Terms of Service Message' in the Content tab to change the message."
site_settings.tos_url,他サイトに利用規約をホストしている場合は、フル URL をここに指定。
site_settings.track_external_right_clicks,右クリックされた外部リンクをトラックする (例: 新しいタブで開く)。URL のリライトを要するためデフォルトでは無効化されています
site_settings.traditional_markdown_linebreaks,Markdown の従来形式のラインブレーク (行の終わりにダブルスペース) を使う
site_settings.twitter_consumer_key,Twitter 認証用の consumer key。http://dev.twitter.com で入手可能
site_settings.twitter_consumer_secret,Twitter 認証用の consumer secret。http://dev.twitter.com で入手可能
site_settings.unique_posts_mins,同じ内容のポストを再投稿可能にする時間 (分)
site_settings.use_https,***TO BE TRANSLATED***Should the full url for the site (Discourse.base_url) be http or https? DO NOT ENABLE THIS UNLESS HTTPS IS ALREADY SET UP AND WORKING!
site_settings.username_change_period,ユーザ名の変更が可能になるまでの登録日からの日数 (0を指定でユーザ名の変更自体を無効化)。
site_settings.version_checks,Discourse Hub にバージョン更新の有無を問い合わせ /admin ダッシュボードにバージョンメッセージを表示する
site_settings.warn_reviving_old_topic_age,"***TO BE TRANSLATED***When someone starts replying to a topic older than this many days, a warning will be displayed to discourage the user from reviving an old discussion. Disable by setting to 0."
site_settings.white_listed_spam_host_domains,"***TO BE TRANSLATED***A pipe-delimited list of domains excluded from spam host testing, new users will be able to create an unrestricted count of posts with links to this domain"
spamming_host,申し訳ありませんが、このホストへのリンクを貼ることはできません。
staff_category_description,***TO BE TRANSLATED***Private category for staff discussions. Topics are only visible to admins and moderators.
staff_category_name,***TO BE TRANSLATED***Staff
system_messages.blocked_by_staff.subject_template,アカウントのブロック
system_messages.blocked_by_staff.text_body_template,"Hello,

このメールは、スタッフメンバーによりあなたのアカウントがブロックされたことをお知らせする %{site_name} からの自動メッセージです。
"
system_messages.download_remote_images_disabled.subject_template,***TO BE TRANSLATED***Downloading remote images disabled
system_messages.download_remote_images_disabled.text_body_template,***TO BE TRANSLATED***The `download_remote_images_to_local` setting was disabled because the disk space limit at `download_remote_images_threshold` was reached.
system_messages.email_error_notification.subject_template,***TO BE TRANSLATED***Error parsing email
system_messages.email_error_notification.text_body_template,"***TO BE TRANSLATED***This is an automated message to inform you that parsing the following incoming email failed.

Please review the following message.

Error - %{error}

%{source}
"
system_messages.email_reject_trust_level.subject_template,***TO BE TRANSLATED***Message rejected
system_messages.email_reject_trust_level.text_body_template,"***TO BE TRANSLATED***The message you've send to %{to} was rejected by the system.

You do not have the required trust to post new topics to this email address.
"
system_messages.export_failed.subject_template,***TO BE TRANSLATED***Export failed
system_messages.export_failed.text_body_template,"***TO BE TRANSLATED***The export has failed.

Here's the log:

```
%{logs}
```
"
system_messages.export_succeeded.subject_template,エクスポートが正しく完了しました
system_messages.export_succeeded.text_body_template,エクスポートに成功しました。
system_messages.import_failed.subject_template,***TO BE TRANSLATED***Import failed
system_messages.import_failed.text_body_template,"***TO BE TRANSLATED***The import has failed.

Here's the log:

```
%{logs}
```
"
system_messages.import_succeeded.subject_template,インポートが正しく完了しました
system_messages.import_succeeded.text_body_template,インポートに成功しました。
system_messages.pending_users_reminder.subject_template.one,1人のユーザが承認を待っています
system_messages.pending_users_reminder.subject_template.other,%{count} 人のユーザか承認を待っています。
system_messages.pending_users_reminder.text_body_template,"新たなユーザが、フォーラム参加のための承認（もしくは拒否）待ち状態になっています。

[管理者セクションで確認する](/admin/users/list/pending).
"
system_messages.post_hidden.subject_template,コミュニティによるフラグによりポストが非表示になりました
